,Indicator Name,Country Name,Country Code,Value
374,"Barro-Lee: Average years of primary schooling, age 50-54, female",Spain,1,1
375,"Barro-Lee: Average years of primary schooling, age 50-54, female",Sweden,1,1
376,"Barro-Lee: Average years of primary schooling, age 50-54, female",Switzerland,1,1
377,"Barro-Lee: Average years of primary schooling, age 50-54, female",United Kingdom,1,1
378,"Barro-Lee: Average years of primary schooling, age 50-54, total",Austria,1,1
379,"Barro-Lee: Average years of primary schooling, age 50-54, total",Belgium,1,1
380,"Barro-Lee: Average years of primary schooling, age 50-54, total",Bulgaria,1,1
381,"Barro-Lee: Average years of primary schooling, age 50-54, total",Denmark,1,1
382,"Barro-Lee: Average years of primary schooling, age 50-54, total",Finland,1,1
383,"Barro-Lee: Average years of primary schooling, age 50-54, total",France,1,1
384,"Barro-Lee: Average years of primary schooling, age 50-54, total",Germany,1,1
385,"Barro-Lee: Average years of primary schooling, age 50-54, total",Greece,1,1
386,"Barro-Lee: Average years of primary schooling, age 50-54, total",Hungary,1,1
387,"Barro-Lee: Average years of primary schooling, age 50-54, total",Ireland,1,1
388,"Barro-Lee: Average years of primary schooling, age 50-54, total",Italy,1,1
389,"Barro-Lee: Average years of primary schooling, age 50-54, total",Netherlands,1,1
390,"Barro-Lee: Average years of primary schooling, age 50-54, total",Norway,1,1
391,"Barro-Lee: Average years of primary schooling, age 50-54, total",Portugal,1,1
392,"Barro-Lee: Average years of primary schooling, age 50-54, total",Spain,1,1
393,"Barro-Lee: Average years of primary schooling, age 50-54, total",Sweden,1,1
394,"Barro-Lee: Average years of primary schooling, age 50-54, total",Switzerland,1,1
395,"Barro-Lee: Average years of primary schooling, age 50-54, total",United Kingdom,1,1
396,"Barro-Lee: Average years of primary schooling, age 55-59, female",Austria,1,1
397,"Barro-Lee: Average years of primary schooling, age 55-59, female",Belgium,1,1
398,"Barro-Lee: Average years of primary schooling, age 55-59, female",Bulgaria,1,1
399,"Barro-Lee: Average years of primary schooling, age 55-59, female",Denmark,1,1
400,"Barro-Lee: Average years of primary schooling, age 55-59, female",Finland,1,1
401,"Barro-Lee: Average years of primary schooling, age 55-59, female",France,1,1
402,"Barro-Lee: Average years of primary schooling, age 55-59, female",Germany,1,1
403,"Barro-Lee: Average years of primary schooling, age 55-59, female",Greece,1,1
404,"Barro-Lee: Average years of primary schooling, age 55-59, female",Hungary,1,1
405,"Barro-Lee: Average years of primary schooling, age 55-59, female",Ireland,1,1
406,"Barro-Lee: Average years of primary schooling, age 55-59, female",Italy,1,1
407,"Barro-Lee: Average years of primary schooling, age 55-59, female",Netherlands,1,1
408,"Barro-Lee: Average years of primary schooling, age 55-59, female",Norway,1,1
409,"Barro-Lee: Average years of primary schooling, age 55-59, female",Portugal,1,1
410,"Barro-Lee: Average years of primary schooling, age 55-59, female",Spain,1,1
411,"Barro-Lee: Average years of primary schooling, age 55-59, female",Sweden,1,1
412,"Barro-Lee: Average years of primary schooling, age 55-59, female",Switzerland,1,1
413,"Barro-Lee: Average years of primary schooling, age 55-59, female",United Kingdom,1,1
414,"Barro-Lee: Average years of primary schooling, age 55-59, total",Austria,1,1
415,"Barro-Lee: Average years of primary schooling, age 55-59, total",Belgium,1,1
416,"Barro-Lee: Average years of primary schooling, age 55-59, total",Bulgaria,1,1
417,"Barro-Lee: Average years of primary schooling, age 55-59, total",Denmark,1,1
418,"Barro-Lee: Average years of primary schooling, age 55-59, total",Finland,1,1
419,"Barro-Lee: Average years of primary schooling, age 55-59, total",France,1,1
420,"Barro-Lee: Average years of primary schooling, age 55-59, total",Germany,1,1
421,"Barro-Lee: Average years of primary schooling, age 55-59, total",Greece,1,1
422,"Barro-Lee: Average years of primary schooling, age 55-59, total",Hungary,1,1
423,"Barro-Lee: Average years of primary schooling, age 55-59, total",Ireland,1,1
424,"Barro-Lee: Average years of primary schooling, age 55-59, total",Italy,1,1
425,"Barro-Lee: Average years of primary schooling, age 55-59, total",Netherlands,1,1
426,"Barro-Lee: Average years of primary schooling, age 55-59, total",Norway,1,1
427,"Barro-Lee: Average years of primary schooling, age 55-59, total",Portugal,1,1
428,"Barro-Lee: Average years of primary schooling, age 55-59, total",Spain,1,1
429,"Barro-Lee: Average years of primary schooling, age 55-59, total",Sweden,1,1
430,"Barro-Lee: Average years of primary schooling, age 55-59, total",Switzerland,1,1
431,"Barro-Lee: Average years of primary schooling, age 55-59, total",United Kingdom,1,1
432,"Barro-Lee: Average years of primary schooling, age 60-64, female",Austria,1,1
433,"Barro-Lee: Average years of primary schooling, age 60-64, female",Belgium,1,1
434,"Barro-Lee: Average years of primary schooling, age 60-64, female",Bulgaria,1,1
435,"Barro-Lee: Average years of primary schooling, age 60-64, female",Denmark,1,1
436,"Barro-Lee: Average years of primary schooling, age 60-64, female",Finland,1,1
437,"Barro-Lee: Average years of primary schooling, age 60-64, female",France,1,1
438,"Barro-Lee: Average years of primary schooling, age 60-64, female",Germany,1,1
439,"Barro-Lee: Average years of primary schooling, age 60-64, female",Greece,1,1
440,"Barro-Lee: Average years of primary schooling, age 60-64, female",Hungary,1,1
441,"Barro-Lee: Average years of primary schooling, age 60-64, female",Ireland,1,1
442,"Barro-Lee: Average years of primary schooling, age 60-64, female",Italy,1,1
443,"Barro-Lee: Average years of primary schooling, age 60-64, female",Netherlands,1,1
444,"Barro-Lee: Average years of primary schooling, age 60-64, female",Norway,1,1
445,"Barro-Lee: Average years of primary schooling, age 60-64, female",Portugal,1,1
446,"Barro-Lee: Average years of primary schooling, age 60-64, female",Spain,1,1
447,"Barro-Lee: Average years of primary schooling, age 60-64, female",Sweden,1,1
448,"Barro-Lee: Average years of primary schooling, age 60-64, female",Switzerland,1,1
449,"Barro-Lee: Average years of primary schooling, age 60-64, female",United Kingdom,1,1
450,"Barro-Lee: Average years of primary schooling, age 60-64, total",Austria,1,1
451,"Barro-Lee: Average years of primary schooling, age 60-64, total",Belgium,1,1
452,"Barro-Lee: Average years of primary schooling, age 60-64, total",Bulgaria,1,1
453,"Barro-Lee: Average years of primary schooling, age 60-64, total",Denmark,1,1
454,"Barro-Lee: Average years of primary schooling, age 60-64, total",Finland,1,1
455,"Barro-Lee: Average years of primary schooling, age 60-64, total",France,1,1
456,"Barro-Lee: Average years of primary schooling, age 60-64, total",Germany,1,1
457,"Barro-Lee: Average years of primary schooling, age 60-64, total",Greece,1,1
458,"Barro-Lee: Average years of primary schooling, age 60-64, total",Hungary,1,1
459,"Barro-Lee: Average years of primary schooling, age 60-64, total",Ireland,1,1
460,"Barro-Lee: Average years of primary schooling, age 60-64, total",Italy,1,1
461,"Barro-Lee: Average years of primary schooling, age 60-64, total",Netherlands,1,1
462,"Barro-Lee: Average years of primary schooling, age 60-64, total",Norway,1,1
463,"Barro-Lee: Average years of primary schooling, age 60-64, total",Portugal,1,1
464,"Barro-Lee: Average years of primary schooling, age 60-64, total",Spain,1,1
465,"Barro-Lee: Average years of primary schooling, age 60-64, total",Sweden,1,1
466,"Barro-Lee: Average years of primary schooling, age 60-64, total",Switzerland,1,1
467,"Barro-Lee: Average years of primary schooling, age 60-64, total",United Kingdom,1,1
468,"Barro-Lee: Average years of primary schooling, age 65-69, female",Austria,1,1
469,"Barro-Lee: Average years of primary schooling, age 65-69, female",Belgium,1,1
470,"Barro-Lee: Average years of primary schooling, age 65-69, female",Bulgaria,1,1
471,"Barro-Lee: Average years of primary schooling, age 65-69, female",Denmark,1,1
472,"Barro-Lee: Average years of primary schooling, age 65-69, female",Finland,1,1
473,"Barro-Lee: Average years of primary schooling, age 65-69, female",France,1,1
474,"Barro-Lee: Average years of primary schooling, age 65-69, female",Germany,1,1
475,"Barro-Lee: Average years of primary schooling, age 65-69, female",Greece,1,1
476,"Barro-Lee: Average years of primary schooling, age 65-69, female",Hungary,1,1
477,"Barro-Lee: Average years of primary schooling, age 65-69, female",Ireland,1,1
478,"Barro-Lee: Average years of primary schooling, age 65-69, female",Italy,1,1
479,"Barro-Lee: Average years of primary schooling, age 65-69, female",Netherlands,1,1
480,"Barro-Lee: Average years of primary schooling, age 65-69, female",Norway,1,1
481,"Barro-Lee: Average years of primary schooling, age 65-69, female",Portugal,1,1
482,"Barro-Lee: Average years of primary schooling, age 65-69, female",Spain,1,1
483,"Barro-Lee: Average years of primary schooling, age 65-69, female",Sweden,1,1
484,"Barro-Lee: Average years of primary schooling, age 65-69, female",Switzerland,1,1
485,"Barro-Lee: Average years of primary schooling, age 65-69, female",United Kingdom,1,1
486,"Barro-Lee: Average years of primary schooling, age 65-69, total",Austria,1,1
487,"Barro-Lee: Average years of primary schooling, age 65-69, total",Belgium,1,1
488,"Barro-Lee: Average years of primary schooling, age 65-69, total",Bulgaria,1,1
489,"Barro-Lee: Average years of primary schooling, age 65-69, total",Denmark,1,1
490,"Barro-Lee: Average years of primary schooling, age 65-69, total",Finland,1,1
491,"Barro-Lee: Average years of primary schooling, age 65-69, total",France,1,1
492,"Barro-Lee: Average years of primary schooling, age 65-69, total",Germany,1,1
493,"Barro-Lee: Average years of primary schooling, age 65-69, total",Greece,1,1
494,"Barro-Lee: Average years of primary schooling, age 65-69, total",Hungary,1,1
495,"Barro-Lee: Average years of primary schooling, age 65-69, total",Ireland,1,1
496,"Barro-Lee: Average years of primary schooling, age 65-69, total",Italy,1,1
497,"Barro-Lee: Average years of primary schooling, age 65-69, total",Netherlands,1,1
498,"Barro-Lee: Average years of primary schooling, age 65-69, total",Norway,1,1
499,"Barro-Lee: Average years of primary schooling, age 65-69, total",Portugal,1,1
500,"Barro-Lee: Average years of primary schooling, age 65-69, total",Spain,1,1
501,"Barro-Lee: Average years of primary schooling, age 65-69, total",Sweden,1,1
502,"Barro-Lee: Average years of primary schooling, age 65-69, total",Switzerland,1,1
503,"Barro-Lee: Average years of primary schooling, age 65-69, total",United Kingdom,1,1
504,"Barro-Lee: Average years of primary schooling, age 70-74, female",Austria,1,1
505,"Barro-Lee: Average years of primary schooling, age 70-74, female",Belgium,1,1
506,"Barro-Lee: Average years of primary schooling, age 70-74, female",Bulgaria,1,1
507,"Barro-Lee: Average years of primary schooling, age 70-74, female",Denmark,1,1
508,"Barro-Lee: Average years of primary schooling, age 70-74, female",Finland,1,1
509,"Barro-Lee: Average years of primary schooling, age 70-74, female",France,1,1
510,"Barro-Lee: Average years of primary schooling, age 70-74, female",Germany,1,1
511,"Barro-Lee: Average years of primary schooling, age 70-74, female",Greece,1,1
512,"Barro-Lee: Average years of primary schooling, age 70-74, female",Hungary,1,1
513,"Barro-Lee: Average years of primary schooling, age 70-74, female",Ireland,1,1
514,"Barro-Lee: Average years of primary schooling, age 70-74, female",Italy,1,1
515,"Barro-Lee: Average years of primary schooling, age 70-74, female",Netherlands,1,1
516,"Barro-Lee: Average years of primary schooling, age 70-74, female",Norway,1,1
517,"Barro-Lee: Average years of primary schooling, age 70-74, female",Portugal,1,1
518,"Barro-Lee: Average years of primary schooling, age 70-74, female",Spain,1,1
519,"Barro-Lee: Average years of primary schooling, age 70-74, female",Sweden,1,1
520,"Barro-Lee: Average years of primary schooling, age 70-74, female",Switzerland,1,1
521,"Barro-Lee: Average years of primary schooling, age 70-74, female",United Kingdom,1,1
522,"Barro-Lee: Average years of primary schooling, age 70-74, total",Austria,1,1
523,"Barro-Lee: Average years of primary schooling, age 70-74, total",Belgium,1,1
524,"Barro-Lee: Average years of primary schooling, age 70-74, total",Bulgaria,1,1
525,"Barro-Lee: Average years of primary schooling, age 70-74, total",Denmark,1,1
526,"Barro-Lee: Average years of primary schooling, age 70-74, total",Finland,1,1
527,"Barro-Lee: Average years of primary schooling, age 70-74, total",France,1,1
528,"Barro-Lee: Average years of primary schooling, age 70-74, total",Germany,1,1
529,"Barro-Lee: Average years of primary schooling, age 70-74, total",Greece,1,1
530,"Barro-Lee: Average years of primary schooling, age 70-74, total",Hungary,1,1
531,"Barro-Lee: Average years of primary schooling, age 70-74, total",Ireland,1,1
532,"Barro-Lee: Average years of primary schooling, age 70-74, total",Italy,1,1
533,"Barro-Lee: Average years of primary schooling, age 70-74, total",Netherlands,1,1
534,"Barro-Lee: Average years of primary schooling, age 70-74, total",Norway,1,1
535,"Barro-Lee: Average years of primary schooling, age 70-74, total",Portugal,1,1
536,"Barro-Lee: Average years of primary schooling, age 70-74, total",Spain,1,1
537,"Barro-Lee: Average years of primary schooling, age 70-74, total",Sweden,1,1
538,"Barro-Lee: Average years of primary schooling, age 70-74, total",Switzerland,1,1
